HOG	OG	Gene Tree Parent Clade	Zymomonas_mobilis_ATCC10988	Zymomonas_mobilis_GLBRC	Zymomonas_mobilis_ZM4
N0.HOG0000882	OG0000850	-	Zmob_0891	ZMO1_ZMO0349	ZMO0349
N0.HOG0000883	OG0000851	-	Zmob_0892	ZMO1_ZMO0350	ZMO0350
N0.HOG0000884	OG0000852	-	Zmob_0893	ZMO1_ZMO0351	ZMO0351
N0.HOG0000885	OG0000853	-	Zmob_0894	ZMO1_ZMO0352	ZMO0352
N0.HOG0000886	OG0000854	-	Zmob_0895	ZMO1_ZMO0353	ZMO0353
N0.HOG0000887	OG0000855	-	Zmob_0896	ZMO1_ZMO0354	ZMO0354
N0.HOG0000888	OG0000856	-	Zmob_0897	ZMO1_ZMO0355	ZMO0355
N0.HOG0000889	OG0000857	-	Zmob_0898	ZMO1_ZMO0356	ZMO0356
N0.HOG0000890	OG0000858	-	Zmob_0899	ZMO1_ZMO0357	ZMO0357
N0.HOG0000891	OG0000859	-	Zmob_0900	ZMO1_ZMO0359	ZMO0359
N0.HOG0000892	OG0000860	-	Zmob_0901	ZMO1_ZMO0360	ZMO0360
N0.HOG0000893	OG0000861	-	Zmob_0905	ZMO1_ZMO0363	ZMO0363
N0.HOG0000894	OG0000862	-	Zmob_0906	ZMO1_ZMO0364	ZMO0364
N0.HOG0000895	OG0000863	-	Zmob_0907	ZMO1_ZMO0366	ZMO0366
N0.HOG0000896	OG0000864	-	Zmob_0908	ZMO1_ZMO0367	ZMO0367
N0.HOG0000897	OG0000865	-	Zmob_0909	ZMO1_ZMO0368	ZMO0368
N0.HOG0000898	OG0000866	-	Zmob_0910	ZMO1_ZMO0369	ZMO0369
N0.HOG0000899	OG0000867	-	Zmob_0911	ZMO1_ZMO0371	ZMO0371
N0.HOG0000900	OG0000868	-	Zmob_0913	ZMO1_ZMO0373	ZMO0373
N0.HOG0000901	OG0000869	-	Zmob_0916	ZMO1_ZMO0376	ZMO0376
N0.HOG0000902	OG0000870	-	Zmob_0917	ZMO1_ZMO0377	ZMO0377
N0.HOG0000903	OG0000871	-	Zmob_0918	ZMO1_ZMO0378	ZMO0378
N0.HOG0000904	OG0000872	-	Zmob_0919	ZMO1_ZMO0379	ZMO0379
N0.HOG0000905	OG0000873	-	Zmob_0920	ZMO1_ZMO0380	ZMO0380
N0.HOG0000906	OG0000874	-	Zmob_0921	ZMO1_ZMO0381	ZMO0381
N0.HOG0000907	OG0000875	-	Zmob_0922	ZMO1_ZMO0383	ZMO0383
N0.HOG0000908	OG0000876	-	Zmob_0923	ZMO1_ZMO0384	ZMO0384
N0.HOG0000909	OG0000877	-	Zmob_0924	ZMO1_ZMO0385	ZMO0385
N0.HOG0000910	OG0000878	-	Zmob_0925	ZMO1_ZMO0387	ZMO0387
N0.HOG0000911	OG0000879	-	Zmob_0926	ZMO1_ZMO0388	ZMO0388
N0.HOG0000912	OG0000880	-	Zmob_0927	ZMO1_ZMO0389	ZMO0389
N0.HOG0000913	OG0000881	-	Zmob_0928	ZMO1_ZMO0390	ZMO0390
N0.HOG0000914	OG0000882	-	Zmob_0929	ZMO1_ZMO0391	ZMO0391
N0.HOG0000915	OG0000883	-	Zmob_0930	ZMO1_ZMO0392	ZMO0392
N0.HOG0000916	OG0000884	-	Zmob_0931	ZMO1_ZMO0393	ZMO0393
N0.HOG0000917	OG0000885	-	Zmob_0932	ZMO1_ZMO0394	ZMO0394
N0.HOG0000918	OG0000886	-	Zmob_0933	ZMO1_ZMO0395	ZMO0395
N0.HOG0000919	OG0000887	-	Zmob_0934	ZMO1_ZMO0397	ZMO0397
N0.HOG0000920	OG0000888	-	Zmob_0935	ZMO1_ZMO0398	ZMO0398
N0.HOG0000921	OG0000889	-	Zmob_0936	ZMO1_ZMO0399	ZMO0399
N0.HOG0000922	OG0000890	-	Zmob_0937	ZMO1_ZMO0400	ZMO0400
N0.HOG0000923	OG0000891	-	Zmob_0938	ZMO1_ZMO0401	ZMO0401
N0.HOG0000924	OG0000892	-	Zmob_0939	ZMO1_ZMO0402	ZMO0402
N0.HOG0000925	OG0000893	-	Zmob_0940	ZMO1_ZMO0403	ZMO0403
N0.HOG0000926	OG0000894	-	Zmob_0941	ZMO1_ZMO0405	ZMO0405
N0.HOG0000927	OG0000895	-	Zmob_0942	ZMO1_ZMO0406	ZMO0406
N0.HOG0000928	OG0000896	-	Zmob_0943	ZMO1_ZMO0407	ZMO0407
N0.HOG0000929	OG0000897	-	Zmob_0944	ZMO1_ZMO0408	ZMO0408
N0.HOG0000930	OG0000898	-	Zmob_0945	ZMO1_ZMO0409	ZMO0409
N0.HOG0000931	OG0000899	-	Zmob_0946	ZMO1_ZMO0410	ZMO0410
N0.HOG0000932	OG0000900	-	Zmob_0947	ZMO1_ZMO0411	ZMO0411
N0.HOG0000933	OG0000901	-	Zmob_0948	ZMO1_ZMO0412	ZMO0412
N0.HOG0000934	OG0000902	-	Zmob_0949	ZMO1_ZMO0413	ZMO0413
N0.HOG0000935	OG0000903	-	Zmob_0950	ZMO1_ZMO0414	ZMO0414
N0.HOG0000936	OG0000904	-	Zmob_0951	ZMO1_ZMO0416	ZMO0416
N0.HOG0000937	OG0000905	-	Zmob_0952	ZMO1_ZMO0417	ZMO0417
N0.HOG0000938	OG0000906	-	Zmob_0953	ZMO1_ZMO0418	ZMO0418
N0.HOG0000939	OG0000907	-	Zmob_0954	ZMO1_ZMO0419	ZMO0419
N0.HOG0000940	OG0000908	-	Zmob_0955	ZMO1_ZMO0420	ZMO0420
N0.HOG0000941	OG0000909	-	Zmob_0956	ZMO1_ZMO0421	ZMO0421
N0.HOG0000942	OG0000910	-	Zmob_0957	ZMO1_ZMO0422	ZMO0422
N0.HOG0000943	OG0000911	-	Zmob_0958	ZMO1_ZMO0423	ZMO0423
N0.HOG0000944	OG0000912	-	Zmob_0959	ZMO1_ZMO0425	ZMO0425
N0.HOG0000945	OG0000913	-	Zmob_0960	ZMO1_ZMO0426	ZMO0426
N0.HOG0000946	OG0000914	-	Zmob_0961	ZMO1_ZMO0427	ZMO0427
N0.HOG0000947	OG0000915	-	Zmob_0962	ZMO1_ZMO0428	ZMO0428
N0.HOG0000948	OG0000916	-	Zmob_0964	ZMO1_ZMO0430	ZMO0430
N0.HOG0000949	OG0000917	-	Zmob_0965	ZMO1_ZMO0431	ZMO0431
N0.HOG0000950	OG0000918	-	Zmob_0966	ZMO1_ZMO0432	ZMO0432
N0.HOG0000951	OG0000919	-	Zmob_0968	ZMO1_ZMO0433	ZMO0433
N0.HOG0000952	OG0000920	-	Zmob_0969	ZMO1_ZMO0435	ZMO0435
N0.HOG0000953	OG0000921	-	Zmob_0970	ZMO1_ZMO0436	ZMO0436
N0.HOG0000954	OG0000922	-	Zmob_0971	ZMO1_ZMO0437	ZMO0437
N0.HOG0000955	OG0000923	-	Zmob_0973	ZMO1_ZMO0439	ZMO0439
N0.HOG0000956	OG0000924	-	Zmob_0974	ZMO1_ZMO0440	ZMO0440
N0.HOG0000957	OG0000925	-	Zmob_0975	ZMO1_ZMO0441	ZMO0441
N0.HOG0000958	OG0000926	-	Zmob_0977	ZMO1_ZMO0443	ZMO0443
N0.HOG0000959	OG0000927	-	Zmob_0978	ZMO1_ZMO0444	ZMO0444
N0.HOG0000960	OG0000928	-	Zmob_0979	ZMO1_ZMO0445	ZMO0445
N0.HOG0000961	OG0000929	-	Zmob_0980	ZMO1_ZMO0446	ZMO0446
N0.HOG0000962	OG0000930	-	Zmob_0981	ZMO1_ZMO0447	ZMO0447
N0.HOG0000963	OG0000931	-	Zmob_0982	ZMO1_ZMO0448	ZMO0448
N0.HOG0000964	OG0000932	-	Zmob_0983	ZMO1_ZMO0449	ZMO0449
N0.HOG0000965	OG0000933	-	Zmob_0984	ZMO1_ZMO0452	ZMO0452
N0.HOG0000966	OG0000934	-	Zmob_0985	ZMO1_ZMO0453	ZMO0453
N0.HOG0000967	OG0000935	-	Zmob_0986	ZMO1_ZMO0454	ZMO0454
N0.HOG0000968	OG0000936	-	Zmob_0987	ZMO1_ZMO0456	ZMO0456
N0.HOG0000969	OG0000937	-	Zmob_0989	ZMO1_ZMO0458	ZMO0458
N0.HOG0000970	OG0000938	-	Zmob_0990	ZMO1_ZMO0459	ZMO0459
N0.HOG0000971	OG0000939	-	Zmob_0991	ZMO1_ZMO0460	ZMO0460
N0.HOG0000972	OG0000940	-	Zmob_0992	ZMO1_ZMO0462	ZMO0462
N0.HOG0000973	OG0000941	-	Zmob_0993	ZMO1_ZMO0464	ZMO0464
N0.HOG0000974	OG0000942	-	Zmob_0994	ZMO1_ZMO0465	ZMO0465
N0.HOG0000975	OG0000943	-	Zmob_0995	ZMO1_ZMO0467	ZMO0467
N0.HOG0000976	OG0000944	-	Zmob_0996	ZMO1_ZMO0468	ZMO0468
N0.HOG0000977	OG0000945	-	Zmob_0997	ZMO1_ZMO0469	ZMO0469
N0.HOG0000978	OG0000946	-	Zmob_0998	ZMO1_ZMO0471	ZMO0471
N0.HOG0000979	OG0000947	-	Zmob_0999	ZMO1_ZMO0472	ZMO0472
N0.HOG0000980	OG0000948	-	Zmob_1000	ZMO1_ZMO0473	ZMO0473
N0.HOG0000981	OG0000949	-	Zmob_1001	ZMO1_ZMO0474	ZMO0474
N0.HOG0000982	OG0000950	-	Zmob_1002	ZMO1_ZMO0475	ZMO0475
N0.HOG0000983	OG0000951	-	Zmob_1003	ZMO1_ZMO0476	ZMO0476
N0.HOG0000984	OG0000952	-	Zmob_1004	ZMO1_ZMO0477	ZMO0477
N0.HOG0000985	OG0000953	-	Zmob_1005	ZMO1_ZMO0478	ZMO0478
N0.HOG0000986	OG0000954	-	Zmob_1006	ZMO1_ZMO0479	ZMO0479
N0.HOG0000987	OG0000955	-	Zmob_1007	ZMO1_ZMO0480	ZMO0480
N0.HOG0000988	OG0000956	-	Zmob_1008	ZMO1_ZMO0481	ZMO0481
N0.HOG0000989	OG0000957	-	Zmob_1009	ZMO1_ZMO0482	ZMO0482
N0.HOG0000990	OG0000958	-	Zmob_1010	ZMO1_ZMO0483	ZMO0483
N0.HOG0000991	OG0000959	-	Zmob_1012	ZMO1_ZMO0485	ZMO0485
N0.HOG0000992	OG0000960	-	Zmob_1013	ZMO1_ZMO0486	ZMO0486
N0.HOG0000993	OG0000961	-	Zmob_1014	ZMO1_ZMO0487	ZMO0487
N0.HOG0000994	OG0000962	-	Zmob_1015	ZMO1_ZMO0488	ZMO0488
N0.HOG0000995	OG0000963	-	Zmob_1016	ZMO1_ZMO0490	ZMO0490
N0.HOG0000996	OG0000964	-	Zmob_1017	ZMO1_ZMO0491	ZMO0491
N0.HOG0000997	OG0000965	-	Zmob_1018	ZMO1_ZMO0492	ZMO0492
N0.HOG0000998	OG0000966	-	Zmob_1019	ZMO1_ZMO0493	ZMO0493
N0.HOG0000999	OG0000967	-	Zmob_1021	ZMO1_ZMO0495	ZMO0495
N0.HOG0001000	OG0000968	-	Zmob_1022	ZMO1_ZMO0496	ZMO0496
N0.HOG0001001	OG0000969	-	Zmob_1023	ZMO1_ZMO0497	ZMO0497
N0.HOG0001002	OG0000970	-	Zmob_1024	ZMO1_ZMO0498	ZMO0498
N0.HOG0001003	OG0000971	-	Zmob_1025	ZMO1_ZMO0499	ZMO0499
N0.HOG0001004	OG0000972	-	Zmob_1026	ZMO1_ZMO0500	ZMO0500
N0.HOG0001005	OG0000973	-	Zmob_1027	ZMO1_ZMO0501	ZMO0501
N0.HOG0001006	OG0000974	-	Zmob_1028	ZMO1_ZMO0502	ZMO0502
N0.HOG0001007	OG0000975	-	Zmob_1030	ZMO1_ZMO0505	ZMO0505
N0.HOG0001008	OG0000976	-	Zmob_1031	ZMO1_ZMO0506	ZMO0506
N0.HOG0001009	OG0000977	-	Zmob_1032	ZMO1_ZMO0507	ZMO0507
N0.HOG0001010	OG0000978	-	Zmob_1033	ZMO1_ZMO0508	ZMO0508
N0.HOG0001011	OG0000979	-	Zmob_1034	ZMO1_ZMO0509	ZMO0509
N0.HOG0001012	OG0000980	-	Zmob_1035	ZMO1_ZMO0510	ZMO0510
N0.HOG0001013	OG0000981	-	Zmob_1036	ZMO1_ZMO0511	ZMO0511
N0.HOG0001014	OG0000982	-	Zmob_1037	ZMO1_ZMO0512	ZMO0512
N0.HOG0001015	OG0000983	-	Zmob_1038	ZMO1_ZMO0513	ZMO0513
N0.HOG0001016	OG0000984	-	Zmob_1039	ZMO1_ZMO2002	ZMO2002
N0.HOG0001017	OG0000985	-	Zmob_1040	ZMO1_ZMO0514	ZMO0514
N0.HOG0001018	OG0000986	-	Zmob_1041	ZMO1_ZMO0515	ZMO0515
N0.HOG0001019	OG0000987	-	Zmob_1042	ZMO1_ZMO0516	ZMO0516
N0.HOG0001020	OG0000988	-	Zmob_1043	ZMO1_ZMO2003	ZMO2003
N0.HOG0001021	OG0000989	-	Zmob_1044	ZMO1_ZMO0517	ZMO0517
N0.HOG0001022	OG0000990	-	Zmob_1045	ZMO1_ZMO0518	ZMO0518
N0.HOG0001023	OG0000991	-	Zmob_1046	ZMO1_ZMO0519	ZMO0519
N0.HOG0001024	OG0000992	-	Zmob_1047	ZMO1_ZMO0520	ZMO0520
N0.HOG0001025	OG0000993	-	Zmob_1048	ZMO1_ZMO2004	ZMO2004
N0.HOG0001026	OG0000994	-	Zmob_1049	ZMO1_ZMO0521	ZMO0521
N0.HOG0001027	OG0000995	-	Zmob_1050	ZMO1_ZMO0522	ZMO0522
N0.HOG0001028	OG0000996	-	Zmob_1051	ZMO1_ZMO0523	ZMO0523
N0.HOG0001029	OG0000997	-	Zmob_1052	ZMO1_ZMO0524	ZMO0524
N0.HOG0001030	OG0000998	-	Zmob_1053	ZMO1_ZMO0525	ZMO0525
N0.HOG0001031	OG0000999	-	Zmob_1054	ZMO1_ZMO0526	ZMO0526
N0.HOG0001032	OG0001000	-	Zmob_1055	ZMO1_ZMO0527	ZMO0527
N0.HOG0001033	OG0001001	-	Zmob_1056	ZMO1_ZMO0528	ZMO0528
N0.HOG0001034	OG0001002	-	Zmob_1057	ZMO1_ZMO0529	ZMO0529
N0.HOG0001035	OG0001003	-	Zmob_1058	ZMO1_ZMO0530	ZMO0530
N0.HOG0001036	OG0001004	-	Zmob_1059	ZMO1_ZMO0531	ZMO0531
N0.HOG0001037	OG0001005	-	Zmob_1060	ZMO1_ZMO0532	ZMO0532
N0.HOG0001038	OG0001006	-	Zmob_1061	ZMO1_ZMO0533	ZMO0533
N0.HOG0001039	OG0001007	-	Zmob_1062	ZMO1_ZMO0534	ZMO0534
N0.HOG0001040	OG0001008	-	Zmob_1063	ZMO1_ZMO0536	ZMO0536
N0.HOG0001041	OG0001009	-	Zmob_1064	ZMO1_ZMO0537	ZMO0537
N0.HOG0001042	OG0001010	-	Zmob_1065	ZMO1_ZMO0538	ZMO0538
N0.HOG0001043	OG0001011	-	Zmob_1066	ZMO1_ZMO0539	ZMO0539
N0.HOG0001044	OG0001012	-	Zmob_1067	ZMO1_ZMO0540	ZMO0540
N0.HOG0001045	OG0001013	-	Zmob_1068	ZMO1_ZMO0541	ZMO0541
N0.HOG0001046	OG0001014	-	Zmob_1069	ZMO1_ZMO0542	ZMO0542
N0.HOG0001047	OG0001015	-	Zmob_1070	ZMO1_ZMO0543	ZMO0543
N0.HOG0001048	OG0001016	-	Zmob_1071	ZMO1_ZMO0544	ZMO0544
N0.HOG0001049	OG0001017	-	Zmob_1072	ZMO1_ZMO0545	ZMO0545
N0.HOG0001050	OG0001018	-	Zmob_1073	ZMO1_ZMO0546	ZMO0546
N0.HOG0001051	OG0001019	-	Zmob_1074	ZMO1_ZMO0547	ZMO0547
N0.HOG0001052	OG0001020	-	Zmob_1075	ZMO1_ZMO0548	ZMO0548
N0.HOG0001053	OG0001021	-	Zmob_1076	ZMO1_ZMO0549	ZMO0549
N0.HOG0001054	OG0001022	-	Zmob_1077	ZMO1_ZMO0550	ZMO0550
N0.HOG0001055	OG0001023	-	Zmob_1078	ZMO1_ZMO0551	ZMO0551
N0.HOG0001056	OG0001024	-	Zmob_1079	ZMO1_ZMO0552	ZMO0552
N0.HOG0001057	OG0001025	-	Zmob_1080	ZMO1_ZMO0553	ZMO0553
N0.HOG0001058	OG0001026	-	Zmob_1081	ZMO1_ZMO0554	ZMO0554
N0.HOG0001059	OG0001027	-	Zmob_1082	ZMO1_ZMO0555	ZMO0555
N0.HOG0001060	OG0001028	-	Zmob_1083	ZMO1_ZMO0556	ZMO0556
N0.HOG0001061	OG0001029	-	Zmob_1084	ZMO1_ZMO0557	ZMO0557
N0.HOG0001062	OG0001030	-	Zmob_1085	ZMO1_ZMO0558	ZMO0558
N0.HOG0001063	OG0001031	-	Zmob_1086	ZMO1_ZMO0559	ZMO0559
N0.HOG0001064	OG0001032	-	Zmob_1088	ZMO1_ZMO0563	ZMO0563
N0.HOG0001065	OG0001033	-	Zmob_1089	ZMO1_ZMO0564	ZMO0564
N0.HOG0001066	OG0001034	-	Zmob_1090	ZMO1_ZMO0565	ZMO0565
N0.HOG0001067	OG0001035	-	Zmob_1094	ZMO1_ZMO0567	ZMO0567
N0.HOG0001068	OG0001036	-	Zmob_1095	ZMO1_ZMO0568	ZMO0568
N0.HOG0001069	OG0001037	-	Zmob_1096	ZMO1_ZMO0569	ZMO0569
N0.HOG0001070	OG0001038	-	Zmob_1097	ZMO1_ZMO0570	ZMO0570
N0.HOG0001071	OG0001039	-	Zmob_1098	ZMO1_ZMO0571	ZMO0571
N0.HOG0001072	OG0001040	-	Zmob_1099	ZMO1_ZMO0572	ZMO0572
N0.HOG0001073	OG0001041	-	Zmob_1102	ZMO1_ZMO0574	ZMO0574
N0.HOG0001074	OG0001042	-	Zmob_1103	ZMO1_ZMO0575	ZMO0575
N0.HOG0001075	OG0001043	-	Zmob_1104	ZMO1_ZMO0576	ZMO0576
N0.HOG0001076	OG0001044	-	Zmob_1106	ZMO1_ZMO0581	ZMO0581
N0.HOG0001077	OG0001045	-	Zmob_1107	ZMO1_ZMO0582	ZMO0582
N0.HOG0001078	OG0001046	-	Zmob_1108	ZMO1_ZMO0583	ZMO0583
N0.HOG0001079	OG0001047	-	Zmob_1109	ZMO1_ZMO0584	ZMO0584
N0.HOG0001080	OG0001048	-	Zmob_1110	ZMO1_ZMO0585	ZMO0585
N0.HOG0001081	OG0001049	-	Zmob_1111	ZMO1_ZMO0586	ZMO0586
N0.HOG0001082	OG0001050	-	Zmob_1112	ZMO1_ZMO0587	ZMO0587
N0.HOG0001083	OG0001051	-	Zmob_1113	ZMO1_ZMO0588	ZMO0588
N0.HOG0001084	OG0001052	-	Zmob_1114	ZMO1_ZMO0589	ZMO0589
N0.HOG0001085	OG0001053	-	Zmob_1115	ZMO1_ZMO0590	ZMO0590
N0.HOG0001086	OG0001054	-	Zmob_1116	ZMO1_ZMO0591	ZMO0591
N0.HOG0001087	OG0001055	-	Zmob_1117	ZMO1_ZMO0592	ZMO0592
N0.HOG0001088	OG0001056	-	Zmob_1118	ZMO1_ZMO0593	ZMO0593
N0.HOG0001089	OG0001057	-	Zmob_1119	ZMO1_ZMO0594	ZMO0594
N0.HOG0001090	OG0001058	-	Zmob_1120	ZMO1_ZMO0595	ZMO0595
N0.HOG0001091	OG0001059	-	Zmob_1121	ZMO1_ZMO0597	ZMO0597
N0.HOG0001092	OG0001060	-	Zmob_1122	ZMO1_ZMO0598	ZMO0598
N0.HOG0001093	OG0001061	-	Zmob_1123	ZMO1_ZMO0599	ZMO0599
N0.HOG0001094	OG0001062	-	Zmob_1124	ZMO1_ZMO0601	ZMO0601
N0.HOG0001095	OG0001063	-	Zmob_1126	ZMO1_ZMO0602	ZMO0602
N0.HOG0001096	OG0001064	-	Zmob_1127	ZMO1_ZMO0603	ZMO0603
N0.HOG0001097	OG0001065	-	Zmob_1128	ZMO1_ZMO0604	ZMO0604
N0.HOG0001098	OG0001066	-	Zmob_1129	ZMO1_ZMO0605	ZMO0605
N0.HOG0001099	OG0001067	-	Zmob_1130	ZMO1_ZMO0606	ZMO0606
N0.HOG0001100	OG0001068	-	Zmob_1131	ZMO1_ZMO0607	ZMO0607
N0.HOG0001101	OG0001069	-	Zmob_1132	ZMO1_ZMO0608	ZMO0608
N0.HOG0001102	OG0001070	-	Zmob_1133	ZMO1_ZMO0609	ZMO0609
N0.HOG0001103	OG0001071	-	Zmob_1134	ZMO1_ZMO0610	ZMO0610
N0.HOG0001104	OG0001072	-	Zmob_1135	ZMO1_ZMO0611	ZMO0611
N0.HOG0001105	OG0001073	-	Zmob_1136	ZMO1_ZMO0612	ZMO0612
N0.HOG0001106	OG0001074	-	Zmob_1137	ZMO1_ZMO0613	ZMO0613
N0.HOG0001107	OG0001075	-	Zmob_1138	ZMO1_ZMO0614	ZMO0614
N0.HOG0001108	OG0001076	-	Zmob_1139	ZMO1_ZMO0616	ZMO0616
N0.HOG0001109	OG0001077	-	Zmob_1140	ZMO1_ZMO0617	ZMO0617
N0.HOG0001110	OG0001078	-	Zmob_1142	ZMO1_ZMO0619	ZMO0619
N0.HOG0001111	OG0001079	-	Zmob_1143	ZMO1_ZMO0621	ZMO0621
N0.HOG0001112	OG0001080	-	Zmob_1144	ZMO1_ZMO0622	ZMO0622
N0.HOG0001113	OG0001081	-	Zmob_1145	ZMO1_ZMO0624	ZMO0624
N0.HOG0001114	OG0001082	-	Zmob_1146	ZMO1_ZMO0625	ZMO0625
N0.HOG0001115	OG0001083	-	Zmob_1147	ZMO1_ZMO0626	ZMO0626
N0.HOG0001116	OG0001084	-	Zmob_1148	ZMO1_ZMO0627	ZMO0627
N0.HOG0001117	OG0001085	-	Zmob_1149	ZMO1_ZMO0628	ZMO0628
N0.HOG0001118	OG0001086	-	Zmob_1150	ZMO1_ZMO0629	ZMO0629
N0.HOG0001119	OG0001087	-	Zmob_1151	ZMO1_ZMO0631	ZMO0631
N0.HOG0001120	OG0001088	-	Zmob_1152	ZMO1_ZMO0632	ZMO0632
N0.HOG0001121	OG0001089	-	Zmob_1153	ZMO1_ZMO0634	ZMO0634
N0.HOG0001122	OG0001090	-	Zmob_1154	ZMO1_ZMO0635	ZMO0635
N0.HOG0001123	OG0001091	-	Zmob_1155	ZMO1_ZMO0636	ZMO0636
N0.HOG0001124	OG0001092	-	Zmob_1156	ZMO1_ZMO0637	ZMO0637
N0.HOG0001125	OG0001093	-	Zmob_1157	ZMO1_ZMO0638	ZMO0638
N0.HOG0001126	OG0001094	-	Zmob_1159	ZMO1_ZMO0642	ZMO0642
N0.HOG0001127	OG0001095	-	Zmob_1160	ZMO1_ZMO0643	ZMO0643
N0.HOG0001128	OG0001096	-	Zmob_1161	ZMO1_ZMO0644	ZMO0644
N0.HOG0001129	OG0001097	-	Zmob_1162	ZMO1_ZMO0646	ZMO0646
N0.HOG0001130	OG0001098	-	Zmob_1163	ZMO1_ZMO0647	ZMO0647
N0.HOG0001131	OG0001099	-	Zmob_1164	ZMO1_ZMO0648	ZMO0648
N0.HOG0001132	OG0001100	-	Zmob_1165	ZMO1_ZMO0649	ZMO0649
N0.HOG0001133	OG0001101	-	Zmob_1166	ZMO1_ZMO0650	ZMO0650
N0.HOG0001134	OG0001102	-	Zmob_1167	ZMO1_ZMO0651	ZMO0651
N0.HOG0001135	OG0001103	-	Zmob_1168	ZMO1_ZMO0652	ZMO0652
N0.HOG0001136	OG0001104	-	Zmob_1169	ZMO1_ZMO0653	ZMO0653
N0.HOG0001137	OG0001105	-	Zmob_1170	ZMO1_ZMO0654	ZMO0654
N0.HOG0001138	OG0001106	-	Zmob_1171	ZMO1_ZMO0655	ZMO0655
N0.HOG0001139	OG0001107	-	Zmob_1173	ZMO1_ZMO0656	ZMO0656
N0.HOG0001140	OG0001108	-	Zmob_1176	ZMO1_ZMO0022	ZMO0022
N0.HOG0001141	OG0001109	-	Zmob_1177	ZMO1_ZMO0021	ZMO0021
N0.HOG0001142	OG0001110	-	Zmob_1178	ZMO1_ZMO0020	ZMO0020
N0.HOG0001143	OG0001111	-	Zmob_1179	ZMO1_ZMO0019	ZMO0019
N0.HOG0001144	OG0001112	-	Zmob_1180	ZMO1_ZMO0018	ZMO0018
N0.HOG0001145	OG0001113	-	Zmob_1181	ZMO1_ZMO0017	ZMO0017
N0.HOG0001146	OG0001114	-	Zmob_1182	ZMO1_ZMO0016	ZMO0016
N0.HOG0001147	OG0001115	-	Zmob_1183	ZMO1_ZMO0015	ZMO0015
N0.HOG0001148	OG0001116	-	Zmob_1184	ZMO1_ZMO0014	ZMO0014
N0.HOG0001149	OG0001117	-	Zmob_1186	ZMO1_ZMO0012	ZMO0012
N0.HOG0001150	OG0001118	-	Zmob_1189	ZMO1_ZMO0010	ZMO0010
N0.HOG0001151	OG0001119	-	Zmob_1190	ZMO1_ZMO0009	ZMO0009
N0.HOG0001152	OG0001120	-	Zmob_1191	ZMO1_ZMO0008	ZMO0008
N0.HOG0001153	OG0001121	-	Zmob_1192	ZMO1_ZMO0007	ZMO0007
N0.HOG0001154	OG0001122	-	Zmob_1193	ZMO1_ZMO0006	ZMO0006
N0.HOG0001155	OG0001123	-	Zmob_1194	ZMO1_ZMO0005	ZMO0005
N0.HOG0001156	OG0001124	-	Zmob_1195	ZMO1_ZMO0004	ZMO0004
N0.HOG0001157	OG0001125	-	Zmob_1196	ZMO1_ZMO0003	ZMO0003
N0.HOG0001158	OG0001126	-	Zmob_1198	ZMO1_ZMO0001	ZMO0001
N0.HOG0001159	OG0001127	-	Zmob_1199	ZMO1_ZMO1998	ZMO1998
N0.HOG0001160	OG0001128	-	Zmob_1200	ZMO1_ZMO1997	ZMO1997
N0.HOG0001161	OG0001129	-	Zmob_1201	ZMO1_ZMO1996	ZMO1996
N0.HOG0001162	OG0001130	-	Zmob_1202	ZMO1_ZMO1993	ZMO1993
N0.HOG0001163	OG0001131	-	Zmob_1203	ZMO1_ZMO1992	ZMO1992
N0.HOG0001164	OG0001132	-	Zmob_1204	ZMO1_ZMO1989	ZMO1989
N0.HOG0001165	OG0001133	-	Zmob_1205	ZMO1_ZMO1988	ZMO1988
N0.HOG0001166	OG0001134	-	Zmob_1209	ZMO1_ZMO1983	ZMO1983
N0.HOG0001167	OG0001135	-	Zmob_1210	ZMO1_ZMO1981	ZMO1981
N0.HOG0001168	OG0001136	-	Zmob_1211	ZMO1_ZMO1980	ZMO1980
N0.HOG0001169	OG0001137	-	Zmob_1212	ZMO1_ZMO1979	ZMO1979
N0.HOG0001170	OG0001138	-	Zmob_1213	ZMO1_ZMO1978	ZMO1978
N0.HOG0001171	OG0001139	-	Zmob_1214	ZMO1_ZMO1977	ZMO1977
N0.HOG0001172	OG0001140	-	Zmob_1215	ZMO1_ZMO1976	ZMO1976
N0.HOG0001173	OG0001141	-	Zmob_1217	ZMO1_ZMO1974	ZMO1974
N0.HOG0001174	OG0001142	-	Zmob_1218	ZMO1_ZMO1973	ZMO1973
N0.HOG0001175	OG0001143	-	Zmob_1219	ZMO1_ZMO1954	ZMO1954
N0.HOG0001176	OG0001144	-	Zmob_1220	ZMO1_ZMO1970	ZMO1970
N0.HOG0001177	OG0001145	-	Zmob_1221	ZMO1_ZMO1969	ZMO1969
N0.HOG0001178	OG0001146	-	Zmob_1222	ZMO1_ZMO1967	ZMO1967
N0.HOG0001179	OG0001147	-	Zmob_1227	ZMO1_ZMO1965	ZMO1965
N0.HOG0001180	OG0001148	-	Zmob_1228	ZMO1_ZMO1964	ZMO1964
N0.HOG0001181	OG0001149	-	Zmob_1229	ZMO1_ZMO1963	ZMO1963
N0.HOG0001182	OG0001150	-	Zmob_1230	ZMO1_ZMO1962	ZMO1962
N0.HOG0001183	OG0001151	-	Zmob_1231	ZMO1_ZMO1961	ZMO1961
